iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
KOR,Asia,South Korea,2019-12-31,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-01,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-02,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-03,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-04,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-05,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-20,1,1,0.143,0,0,0,0.02,0.02,0.003,0,0,0,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-21,1,0,0.143,0,0,0,0.02,0,0.003,0,0,0,,11,0,,,,,,people tested,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-22,1,0,0.143,0,0,0,0.02,0,0.003,0,0,0,5,16,0,0,,,,,people tested,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-23,1,0,0.143,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,people tested,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
KOR,Asia,South Korea,2020-01-24,2,1,0.286,0,0,0,0.039,0.02,0.006,0,0,0,,25,0,,,,,,people tested,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03
